100m,Longueur,Poids,Hauteur,400m,110m H,Disque,Perche,Javelot,1500m,Classement,Decastar,JO,Averyanov,BARRAS,BERNARD,BOURGUIGNON,Barras,Bernard,CLAY,Casarsa,Clay,Drews,Gomez,HERNU,Hernu,KARPOV,Karlivans,Karpov,Korkizoglou,Lorenzo,MARTINEAU,Macey,McMULLEN,NOOL,Nool,Ojaniemi,Parkhomenko,Pogorelov,Qi,SEBRLE,Schoenbeck,Schwarzl,Sebrle,Smirnov,Smith,Terek,Turi,Uldal,WARNERS,Warners,YURKOV,ZSIVOCZKY,Zsivoczky,Points
-0.18494839985602526,0.15999013554647523,0.7649733999847433,0.9466380579839775,1.0301598388687692,-0.8494714121374236,0.08224147897166574,0.8651521891796456,-1.0207635621143218,0.7463237788285527,-0.1434393643007058,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8084
-0.37740739463006184,0.12799210843718017,0.3597232002277501,-1.1020976804094986,0.6000702469553484,-0.5705014412999359,0.02529382375483957,0.8651521891796456,0.5397722820562466,-0.01776911012205189,-0.01559123525007663,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8077
0.5463957802853343,-0.8639467319509861,0.5316475273973843,-0.4191857676116733,-0.1811128893771889,-0.5061237557220549,0.15117811423413685,-0.5915722361331075,1.3074552376562838,-1.0351141257168992,0.11225689380055255,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8067
-0.5698663894041053,-1.439911219918311,0.9368977271543775,-0.760641724010586,-0.3039956299238743,-1.2786559826566413,1.4070237740156941,-2.0482966614458573,0.6719144301513356,-0.5450886066963609,0.24010502285118174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8023
-1.7246203580483455,0.2559842168743632,-0.04552699952924314,-0.4191857676116733,0.09098460754762928,-0.4632052986701305,-1.3324581664147166,0.1367899765232691,-0.798429154208301,-0.6942645169114643,0.36795315190181094,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8021
-1.2242269716358434,0.7679526506230953,0.6053293818986564,-0.4191857676116733,-0.43565570908104845,0.8672668699394351,-1.191587650878361,-0.5915722361331075,0.19788069254038215,-0.28749997103424146,0.4958012809524401,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8006
-0.41589919358486915,-0.60796251507662,-0.7332243082077754,-0.4191857676116733,-0.44443304769152464,0.35224538531637634,-0.5561717084590543,-0.22739112980491757,0.5376747876420392,-1.3629542074686885,0.6236494100030693,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7993
0.23846138864686894,0.2559842168743632,-1.1384745079647687,-0.07772981121276061,0.029543237274283447,0.37370461384233666,0.24109546457649295,-0.9557533424612942,0.5187973379141687,-0.5546289265357,0.7514975390536984,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7934
-0.49288279149449066,0.38397632531154624,-1.727929343974941,-1.1020976804094986,-0.9710733643202023,-1.2786559826566413,-1.2635215311522454,0.8651521891796456,-1.423482489642211,-0.41759524157066674,0.8793456681043277,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7926
0.5463957802853343,-2.0798717621042235,1.4895116359139127,0.6051821015850622,1.2495933041307177,0.5882968991019474,-0.7270146741095286,0.1367899765232691,1.5738370282606677,-0.09409166883675432,1.007193797154957,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7918
-0.3004237967204472,-1.0239368674974643,0.8263749454024705,-0.4191857676116733,-0.04945281022001478,1.1033183837250022,0.387960470135671,1.957695508164209,-1.6143544813351174,0.9830971712048483,1.135041926205586,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7893
0.31544498655648356,-2.8419957151456044e-15,0.11411701855684603,-1.443553636808409,-0.8832999782154217,-0.4202868416182099,-1.0117529501936509,-1.3199344487894809,0.5020173826005071,-0.8087483549835179,1.2628900552562152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7865
0.31544498655648356,-1.1199309488253522,-1.0525123443799538,0.6051821015850622,1.8025656365908302,-0.7421752695076221,-1.347444391471777,0.1367899765232691,0.21466064785404532,0.9527416080796804,1.3907381843068445,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7708
0.39242858446609824,-0.7359546235138031,-1.543724707721762,-1.443553636808409,-0.2425542596505285,1.6612583253999855,-1.2305518360267156,-0.9557533424612942,0.009106195261684595,-1.3829021489509419,1.5185863133574735,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7592
1.277739960426687,-2.8419957151456044e-15,-1.4454822350533998,-0.07772981121276061,0.8107263736068206,0.8028891843615542,-0.29541139246622394,-0.9557533424612942,-1.131930766067333,-0.030778637175692444,1.6464344424081028,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7583
-0.531374590449298,-0.60796251507662,0.4088444365619322,-0.4191857676116733,1.3549213674564509,0.7599707273096336,0.5228364956492041,-0.22739112980491757,-1.1046633386826332,3.29358917593176,1.774282571458732,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7573
0.892821970878607,-0.8639467319509861,-1.1630351261318608,-1.443553636808409,1.1705972566364196,1.0389406981471214,-0.3943204778428159,-0.9557533424612942,0.3530952791917564,0.23201380930788423,1.902130700509361,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7495
1.393215357291109,-1.8558855723391552,0.5439278364809292,-0.4191857676116733,3.145498443993956,1.6827175539259458,1.2991229536048663,-1.3199344487894809,0.06364105003108578,1.4826630100647207,2.0299788295599903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7404
0.16147779073724747,1.0239368674974614,0.4334050547290222,1.0604567101169458,0.16998065504193374,0.1805715571086901,-0.17252434699834004,0.9379884104452817,1.0221959973240293,1.0993156128840527,-1.4219206548069976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8217
-0.916292579997378,0.4479723795301392,-0.26657256303305726,-1.329734984675438,-0.2162222438190999,-1.1928190685527962,1.9165554259557034,0.573807304117095,0.3845576954048724,1.9492713803886987,-1.2940725257563686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8122
0.08449419282763283,0.12799210843718017,0.3597232002277501,0.7190007537180357,-1.093956104866894,-1.1069821544489549,1.3860430589358113,0.573807304117095,-1.6793768081755567,1.836522145923796,-1.1662243967057393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8099
0.08449419282763283,-0.09599408132788798,-0.2788528721166022,-0.6468230718776151,-0.6024251426801273,0.8243484128875145,-1.0357309102849472,2.0305317294298484,0.9341012319273049,0.09324552073570024,-1.03837626765511,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8067
1.3162317593814945,-0.54396646085803,0.8754961817366504,1.401912666515861,0.7053983102810877,1.5110437257182596,0.5797841508660281,-0.15455490853928153,1.0746333576792233,-0.22765614658748604,-0.9105281386044809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8036
0.43092038342090555,1.0879329217160514,-0.20517101761533013,0.03608884092021029,-0.8218586079420759,-0.8065529550855031,-0.966794275022474,0.573807304117095,-1.3731426237012245,-0.08021483997953345,-0.7826800095538518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8030
0.507903981330527,0.12799210843718017,-1.2244366715495858,0.37754479731912044,-0.8745226396049455,-0.9353083262412687,0.4029466951927314,-1.2470982275238447,-0.6180446345864342,-0.9561896615914656,-0.6548318805032226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8004
-0.6468499873137199,0.15999013554647523,-0.8805880172103195,1.7433686229147713,0.2577540411467082,-0.4846645271960908,0.02529382375483957,-1.2470982275238447,-0.4082951931656589,0.5268964225237844,-0.5269837514525934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7995
2.4709857280257412,-1.439911219918311,0.11411701855684603,-0.30536711547870243,0.4596328291877043,0.6955930417317489,0.9814149823952141,0.573807304117095,-1.2556829365055913,-1.467897725701403,-0.3991356224019642,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7802
1.4317071562459165,0.9599408132788684,-0.0823679267798781,-1.329734984675438,1.3022573357935874,0.9745630125692405,0.1991340344167272,0.20962619778890837,-0.23630065120062296,0.5268964225237844,-0.271287493351335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7733
1.277739960426687,-0.927942786169579,-0.4753378174533264,-0.30536711547870243,-0.11967151910384305,-0.27007224193648394,-0.6670697738812912,-0.15455490853928153,-0.6117521513438108,0.2580328634151703,-0.1434393643007058,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7708
1.277739960426687,0.031998027109292206,-2.2068613982332064,0.03608884092021029,-0.36543700019722014,1.468125268666335,-1.919918188651435,-0.5187360148674682,-0.18386329084542913,-1.0776119140921272,-0.01559123525007663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7651
1.393215357291109,-1.4719092470276063,-1.2489972897166757,-1.329734984675438,1.3549213674564509,2.283575952652846,-1.1496262207185952,0.9379884104452817,-0.7627717491667688,1.0993156128840527,0.11225689380055255,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7313
